id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
116005089,2022/05/07 6:09 PM,2022-05-07,2022-05-07 21:09:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:33 UTC,2022-05-08 02:09:48 UTC,research,CC0,https://www.inaturalist.org/observations/116005089,https://inaturalist-open-data.s3.amazonaws.com/photos/195784099/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.32999,-56.71695,20,,,,20,,,false,,,acahual blanco,Bidens pilosa,acahual blanco,Plantae,50203,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens pilosa,
116005094,2022/05/07 6:20 PM,2022-05-07,2022-05-07 21:20:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:34 UTC,2022-05-08 15:15:08 UTC,research,CC0,https://www.inaturalist.org/observations/116005094,https://inaturalist-open-data.s3.amazonaws.com/photos/195784575/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3301083333,-56.7172666667,20,,,,20,,open,false,,,Клён американский,Acer negundo,Negundo,Plantae,47726,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer negundo,
116005095,2022/05/07 6:30 PM,2022-05-07,2022-05-07 21:30:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:34 UTC,2022-05-08 23:14:24 UTC,needs_id,CC0,https://www.inaturalist.org/observations/116005095,https://inaturalist-open-data.s3.amazonaws.com/photos/195784543/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3297478172,-56.7171757624,20,,,,20,,,false,,,Apioideae,Apioideae,,Plantae,790553,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,,,
116005096,2022/05/07 6:31 PM,2022-05-07,2022-05-07 21:31:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:34 UTC,2022-05-10 00:34:58 UTC,research,CC0,https://www.inaturalist.org/observations/116005096,https://inaturalist-open-data.s3.amazonaws.com/photos/195784593/medium.jpeg,,"",,3,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3297611071,-56.7182577381,20,,,,20,,open,false,,,Ipacaá,Aramides ypecaha,Gallineta grande,Aves,460,Animalia,Chordata,Aves,Gruiformes,Rallidae,Aramides,Aramides ypecaha,
116005097,2022/05/07 6:32 PM,2022-05-07,2022-05-07 21:32:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:35 UTC,2022-05-08 02:08:42 UTC,research,CC0,https://www.inaturalist.org/observations/116005097,https://inaturalist-open-data.s3.amazonaws.com/photos/195784625/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3298162165,-56.7182368423,20,,,,20,,,false,,,Jazmín de bañado,Gymnocoronis spilanthoides,Jazmín de bañado,Plantae,407490,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gymnocoronis,Gymnocoronis spilanthoides,
116005098,2022/05/07 6:32 PM,2022-05-07,2022-05-07 21:32:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:35 UTC,2022-05-08 15:51:51 UTC,needs_id,CC0,https://www.inaturalist.org/observations/116005098,https://inaturalist-open-data.s3.amazonaws.com/photos/195784654/medium.jpeg,,"",,1,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3301233333,-56.7181016667,20,,,,20,,,false,,,sauces,Salix,sauces,Plantae,53453,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,,
116005099,2022/05/07 6:34 PM,2022-05-07,2022-05-07 21:34:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:36 UTC,2022-05-08 15:52:09 UTC,research,CC0,https://www.inaturalist.org/observations/116005099,https://inaturalist-open-data.s3.amazonaws.com/photos/195784696/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.33001,-56.7182533333,20,,,,20,,,false,,,Lucilia eximia,Lucilia eximia,,Insecta,700122,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Lucilia,Lucilia eximia,
116005102,2022/05/07 6:36 PM,2022-05-07,2022-05-07 21:36:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:37 UTC,2022-05-08 22:52:16 UTC,research,CC0,https://www.inaturalist.org/observations/116005102,https://inaturalist-open-data.s3.amazonaws.com/photos/195784719/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.33001,-56.7182533333,20,,,,20,,,false,,,Common Sow-thistle,Sonchus oleraceus,Achicoria europea,Plantae,53294,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,Sonchus oleraceus,
116005103,2022/05/07 6:36 PM,2022-05-07,2022-05-07 21:36:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:37 UTC,2022-05-08 22:51:54 UTC,research,CC0,https://www.inaturalist.org/observations/116005103,https://inaturalist-open-data.s3.amazonaws.com/photos/195784868/medium.jpeg,,"",,3,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3297921168,-56.7172706851,20,,,,20,,,false,,,cardo negro,Carduus acanthoides,cardo negro,Plantae,76006,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carduus,Carduus acanthoides,
116005104,2022/05/07 6:36 PM,2022-05-07,2022-05-07 21:36:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:37 UTC,2022-05-08 15:51:23 UTC,research,CC0,https://www.inaturalist.org/observations/116005104,https://inaturalist-open-data.s3.amazonaws.com/photos/195784780/medium.jpeg,,"",,3,1,false,,"80000 San José, Departamento de San José, Uruguay",-34.33001,-56.7182533333,20,,,,20,,,false,,,carda de cardar,Dipsacus fullonum,carda de cardar,Plantae,56002,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Dipsacus,Dipsacus fullonum,
116005105,2022/05/07 6:37 PM,2022-05-07,2022-05-07 21:37:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:38 UTC,2022-05-08 02:08:00 UTC,research,CC0,https://www.inaturalist.org/observations/116005105,https://inaturalist-open-data.s3.amazonaws.com/photos/195784805/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3299333333,-56.7180983333,20,,,,20,,,false,,,Revientacaballos,Solanum sisymbriifolium,Revientacaballos,Plantae,79143,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum sisymbriifolium,
116005106,2022/05/07 6:37 PM,2022-05-07,2022-05-07 21:37:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:38 UTC,2022-05-08 01:00:19 UTC,research,CC0,https://www.inaturalist.org/observations/116005106,https://inaturalist-open-data.s3.amazonaws.com/photos/195784871/medium.jpeg,,"",,1,0,false,,"n.a154, San José, Uruguay",-34.3299333333,-56.7180983333,20,,,,20,,,false,,,common ivy,Hedera helix,Hiedra euroasiática,Plantae,55882,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,Hedera helix,
116005109,2022/05/07 6:39 PM,2022-05-07,2022-05-07 21:39:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:39 UTC,2022-05-08 00:42:39 UTC,needs_id,CC0,https://www.inaturalist.org/observations/116005109,https://inaturalist-open-data.s3.amazonaws.com/photos/195784925/medium.jpeg,,"",,0,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3295595434,-56.7182604203,20,,,,20,,,false,,,Fungi,Fungi,Hongos,Fungi,47170,Fungi,,,,,,,
116005110,2022/05/07 6:39 PM,2022-05-07,2022-05-07 21:39:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:39 UTC,2022-05-08 15:14:30 UTC,research,CC0,https://www.inaturalist.org/observations/116005110,https://inaturalist-open-data.s3.amazonaws.com/photos/195784909/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3297674868,-56.7180759098,20,,,,20,,open,false,,,Клён американский,Acer negundo,Negundo,Plantae,47726,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer negundo,
116005113,2022/05/07 6:44 PM,2022-05-07,2022-05-07 21:44:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:39 UTC,2022-05-10 00:33:56 UTC,research,CC0,https://www.inaturalist.org/observations/116005113,https://inaturalist-open-data.s3.amazonaws.com/photos/195785007/medium.jpeg,,"",,3,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3296433333,-56.7183766667,20,,,,20,,open,false,,,Martín pescador verde,Chloroceryle americana,Martín pescador chico,Aves,2669,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle americana,
116005115,2022/05/07 6:45 PM,2022-05-07,2022-05-07 21:45:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:40 UTC,2022-05-08 00:42:40 UTC,needs_id,CC0,https://www.inaturalist.org/observations/116005115,https://inaturalist-open-data.s3.amazonaws.com/photos/195785240/medium.jpeg,,"",,0,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3296662259,-56.7181692252,20,,,,20,,,false,,,Fungi,Fungi,Hongos,Fungi,47170,Fungi,,,,,,,
116005116,2022/05/07 6:47 PM,2022-05-07,2022-05-07 21:47:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:40 UTC,2022-05-08 22:51:08 UTC,research,CC0,https://www.inaturalist.org/observations/116005116,https://inaturalist-open-data.s3.amazonaws.com/photos/195785163/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3296283333,-56.7183616667,20,,,,20,,open,false,,,Jodina rhombifolia,Jodina rhombifolia,Sombra de toro,Plantae,371182,Plantae,Tracheophyta,Magnoliopsida,Santalales,Santalaceae,Jodina,Jodina rhombifolia,
116005118,2022/05/07 6:54 PM,2022-05-07,2022-05-07 21:54:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:40 UTC,2022-05-08 15:50:57 UTC,needs_id,CC0,https://www.inaturalist.org/observations/116005118,https://inaturalist-open-data.s3.amazonaws.com/photos/195785196/medium.jpeg,,"",,1,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3300783333,-56.71801,20,,,,20,,,false,,,Redonditas,Hydrocotyle,Redonditas,Plantae,56917,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,,
116005119,2022/05/07 6:56 PM,2022-05-07,2022-05-07 21:56:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:41 UTC,2022-05-08 01:20:35 UTC,research,CC0,https://www.inaturalist.org/observations/116005119,https://inaturalist-open-data.s3.amazonaws.com/photos/195785234/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3301166667,-56.71788,20,,,,20,,,false,,,Misumenops callinurus,Misumenops callinurus,,Arachnida,797963,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Misumenops,Misumenops callinurus,
116005120,2022/05/07 7:02 PM,2022-05-07,2022-05-07 22:02:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:42 UTC,2022-05-08 02:05:34 UTC,research,CC0,https://www.inaturalist.org/observations/116005120,https://inaturalist-open-data.s3.amazonaws.com/photos/195785299/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3299967657,-56.7176086435,20,,,,20,,open,false,,,Alcatraz sudafricano,Zantedeschia aethiopica,Alcatraz sudafricano,Plantae,56006,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Zantedeschia,Zantedeschia aethiopica,
116005121,2022/05/07 7:04 PM,2022-05-07,2022-05-07 22:04:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:42 UTC,2022-05-08 15:21:26 UTC,research,CC0,https://www.inaturalist.org/observations/116005121,https://inaturalist-open-data.s3.amazonaws.com/photos/195785306/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3300166667,-56.7177766667,20,,,,20,,open,false,,,Tule cola de gato,Typha latifolia,Tule cola de gato,Plantae,48685,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Typha,Typha latifolia,
116005123,2022/05/07 7:04 PM,2022-05-07,2022-05-07 22:04:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:43 UTC,2022-05-08 00:59:33 UTC,research,CC0,https://www.inaturalist.org/observations/116005123,https://inaturalist-open-data.s3.amazonaws.com/photos/195785289/medium.jpeg,,"",,1,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3300166667,-56.7177766667,20,,,,20,,open,false,,,tree privet,Ligustrum lucidum,Ligustro,Plantae,77740,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum lucidum,
116005124,2022/05/07 7:09 PM,2022-05-07,2022-05-07 22:09:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:43 UTC,2022-05-08 02:04:58 UTC,research,CC0,https://www.inaturalist.org/observations/116005124,https://inaturalist-open-data.s3.amazonaws.com/photos/195785334/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3299247505,-56.7177320251,20,,,,20,,open,false,,,Negundo,Acer negundo,Negundo,Plantae,47726,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer negundo,
116005125,2022/05/07 7:19 PM,2022-05-07,2022-05-07 22:19:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:43 UTC,2022-05-08 15:21:19 UTC,needs_id,CC0,https://www.inaturalist.org/observations/116005125,https://inaturalist-open-data.s3.amazonaws.com/photos/195785416/medium.jpeg,,"",,1,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.330075,-56.7172816667,20,,,,20,,,false,,,Redonditas,Hydrocotyle,Redonditas,Plantae,56917,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,,
116005132,2022/05/07 7:22 PM,2022-05-07,2022-05-07 22:22:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:46 UTC,2022-05-12 01:02:33 UTC,needs_id,CC0,https://www.inaturalist.org/observations/116005132,https://inaturalist-open-data.s3.amazonaws.com/photos/195785486/medium.jpeg,,"",,3,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3297940361,-56.717107149,20,,,,20,,,false,,,Swamp plantain,Plantago,Llantenes,Plantae,50636,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,,
116005133,2022/05/07 7:22 PM,2022-05-07,2022-05-07 22:22:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:46 UTC,2022-05-08 02:04:37 UTC,research,CC0,https://www.inaturalist.org/observations/116005133,https://inaturalist-open-data.s3.amazonaws.com/photos/195785517/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3300633333,-56.7173916667,20,,,,20,,,false,,,carda de cardar,Dipsacus fullonum,carda de cardar,Plantae,56002,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Dipsacus,Dipsacus fullonum,
116005137,2022/05/07 7:22 PM,2022-05-07,2022-05-07 22:22:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:48 UTC,2022-05-08 02:04:28 UTC,research,CC0,https://www.inaturalist.org/observations/116005137,https://inaturalist-open-data.s3.amazonaws.com/photos/195785513/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3296877474,-56.7172873403,20,,,,20,,,false,,,Canario Rojo,Dicliptera squarrosa,Canario Rojo,Plantae,792005,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Dicliptera,Dicliptera squarrosa,
116005138,2022/05/07 7:25 PM,2022-05-07,2022-05-07 22:25:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:48 UTC,2022-05-08 02:04:11 UTC,research,CC0,https://www.inaturalist.org/observations/116005138,https://inaturalist-open-data.s3.amazonaws.com/photos/195785662/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3299866667,-56.7172083333,20,,,,20,,,false,,,Tabaquillo,Solanum mauritianum,Tabaquillo,Plantae,133287,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum mauritianum,
116005139,2022/05/07 7:25 PM,2022-05-07,2022-05-07 22:25:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:48 UTC,2022-05-08 15:50:47 UTC,research,CC0,https://www.inaturalist.org/observations/116005139,https://inaturalist-open-data.s3.amazonaws.com/photos/195785558/medium.jpeg,,"",,2,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3299866667,-56.7172083333,20,,,,20,,,false,,,ballmoss,Tillandsia recurvata,Gallinitas,Plantae,84002,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia recurvata,
116005141,2022/05/07 7:28 PM,2022-05-07,2022-05-07 22:28:00 UTC,Montevideo,736016,flo_grattarola,2022-05-08 00:42:49 UTC,2022-05-08 02:03:52 UTC,needs_id,CC0,https://www.inaturalist.org/observations/116005141,https://inaturalist-open-data.s3.amazonaws.com/photos/195785621/medium.jpeg,,"",,1,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3299866667,-56.7172083333,20,,,,20,,,false,,,tréboles agrios o vinagreras,Oxalis,tréboles agrios o vinagreras,Plantae,47758,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,,
116014248,2022-05-07 15:24:53,2022-05-07,2022-05-07 18:24:53 UTC,Montevideo,565949,karinaviera,2022-05-08 01:57:06 UTC,2022-05-13 20:49:41 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/116014248,https://static.inaturalist.org/photos/195805102/medium.jpeg,,"",,3,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.329648361,-56.7164384946,25,,,,25,,,false,gps,gps,Aves,Aves,Aves,Aves,3,Animalia,Chordata,Aves,,,,,
116071720,2022-05-07 16:22:56,2022-05-07,2022-05-07 19:22:56 UTC,Montevideo,5224189,mari_pirez,2022-05-08 12:05:08 UTC,2022-05-08 14:30:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/116071720,https://inaturalist-open-data.s3.amazonaws.com/photos/195902618/medium.jpeg,,"",,2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3295547777,-56.717233099,20,,,,20,,,false,gps,gps,Cinco negritos,Lantana camara,Cinco negritos,Plantae,50333,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,
116079052,2022-05-07 15:33:10,2022-05-07,2022-05-07 18:33:10 UTC,Montevideo,5642098,patyferr,2022-05-08 12:57:55 UTC,2022-05-08 13:46:19 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/116079052,https://inaturalist-open-data.s3.amazonaws.com/photos/195914121/medium.jpeg,,"",,0,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3296314717,-56.7164066434,23,,,,23,,,false,gps,gps,Hongos,Fungi,Hongos,Fungi,47170,Fungi,,,,,,,
116080502,2022-05-08 10:01:39,2022-05-08,2022-05-08 13:01:39 UTC,Montevideo,5642126,adrimesadi,2022-05-08 13:08:28 UTC,2022-05-09 02:34:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/116080502,https://inaturalist-open-data.s3.amazonaws.com/photos/195916707/medium.jpeg,,"",Pecho amarillo ,3,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.32973193,-56.71678645,5,,,,5,,open,false,,,Sirirí bueyero,Machetornis rixosa,Picabuey,Aves,17289,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Machetornis,Machetornis rixosa,
116081356,2022-05-07 16:02:50,2022-05-07,2022-05-07 19:02:50 UTC,Montevideo,5627975,maurozunino,2022-05-08 13:14:12 UTC,2022-05-08 13:48:27 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/116081356,https://inaturalist-open-data.s3.amazonaws.com/photos/195917967/medium.jpeg,,"",,1,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3300240771,-56.7174748331,12,,,,12,,open,false,gps,gps,Plantas,Eclipta prostrata,Zarzaparrilla,Plantae,76765,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eclipta,Eclipta prostrata,
116086935,2022-05-08 10:49:03,2022-05-08,2022-05-08 13:49:03 UTC,Montevideo,5642126,adrimesadi,2022-05-08 13:51:16 UTC,2022-05-08 20:08:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/116086935,https://inaturalist-open-data.s3.amazonaws.com/photos/195927333/medium.jpeg,,"",,2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.32984491,-56.71677552,8,,,,8,,open,false,,,Hornero,Furnarius rufus,Hornero,Aves,11275,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,
116087381,2022/05/07 3:39 PM,2022-05-07,2022-05-07 18:39:00 UTC,Montevideo,5642088,lopezjavi,2022-05-08 13:54:26 UTC,2022-05-08 13:54:26 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/116087381,https://inaturalist-open-data.s3.amazonaws.com/photos/195927774/medium.jpg,,"",,0,0,false,,"80000 San José, Departamento de San José, Uruguay",-34.3296754981,-56.7182686898,4,,,,4,,,false,,,Hongos,Fungi,Hongos,Fungi,47170,Fungi,,,,,,,
116342879,2022-05-08 12:34:02-03:00,2022-05-08,2022-05-08 15:34:02 UTC,Montevideo,736016,flo_grattarola,2022-05-09 22:30:49 UTC,2022-05-14 23:05:09 UTC,needs_id,CC0,https://www.inaturalist.org/observations/116342879,https://inaturalist-open-data.s3.amazonaws.com/photos/196379119/medium.jpg,,"","",2,0,false,3,"Treinta y Tres, San José, UY",-34.3298633333,-56.7167033333,34,,,,34,,,false,,,tréboles agrios o vinagreras,Oxalis,tréboles agrios o vinagreras,Plantae,47758,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,,
