id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
115936475,2022-02-05 15:51:56,2022-02-05,2022-02-05 18:51:56 UTC,Montevideo,565949,karinaviera,2022-05-07 17:24:33 UTC,2022-05-13 20:49:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/115936475,https://static.inaturalist.org/photos/195668468/medium.jpeg,,"",,2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3296671883,-56.7164177075,6,,,,6,,,false,,,bejuco blanco,Ipomoea indica,bejuco blanco,Plantae,77496,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea indica,
115938175,Sat May 07 2022 14:33:35 GMT-0300 (GMT-3),2022-05-07,2022-05-07 17:33:35 UTC,Montevideo,2477449,aleduarte,2022-05-07 17:34:27 UTC,2022-05-07 19:21:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/115938175,https://inaturalist-open-data.s3.amazonaws.com/photos/195671479/medium.jpg,,"","",2,0,false,3,"General Leandro Gómez, San José, UY",-34.3295835425,-56.7164854333,5,,,,5,,,false,,,ombú,Phytolacca dioica,ombú,Plantae,129582,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca,Phytolacca dioica,
115939784,2022-05-07 12:33:21,2022-05-07,2022-05-07 15:33:21 UTC,Montevideo,5642121,ana_laura15,2022-05-07 17:43:46 UTC,2022-05-08 12:52:12 UTC,research,,https://www.inaturalist.org/observations/115939784,https://inaturalist-open-data.s3.amazonaws.com/photos/195674049/medium.jpeg,,"",,2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3295545009,-56.7168891057,19,,,,19,,,false,gps,gps,Catarina asiática,Harmonia axyridis,Catarina asiática,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
115941121,2022-05-07 14:46:25,2022-05-07,2022-05-07 17:46:25 UTC,Montevideo,2895714,rodrigomontiel,2022-05-07 17:51:28 UTC,2022-05-10 00:37:21 UTC,research,CC-BY,https://www.inaturalist.org/observations/115941121,https://inaturalist-open-data.s3.amazonaws.com/photos/195676299/medium.jpeg,,"",,4,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3300059722,-56.7170589722,,,,,,,open,false,gps,gps,Zorzal colorado,Turdus rufiventris,Zorzal común,Aves,12738,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus rufiventris,
115943211,2022-05-07 15:04:30,2022-05-07,2022-05-07 18:04:30 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:06:18 UTC,2022-05-07 19:24:39 UTC,research,CC-BY,https://www.inaturalist.org/observations/115943211,https://inaturalist-open-data.s3.amazonaws.com/photos/195680055/medium.jpeg,,"",,3,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.32972,-56.716845,2,,,,2,,open,false,,,Tala,Celtis tala,Tala,Plantae,279210,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,Celtis tala,
115943467,2022-05-07 15:04:49,2022-05-07,2022-05-07 18:04:49 UTC,Montevideo,5641999,emilihano,2022-05-07 18:08:22 UTC,2022-05-07 18:41:28 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/115943467,https://inaturalist-open-data.s3.amazonaws.com/photos/195680522/medium.jpeg,,"",,0,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.32966513,-56.71687289,18,,,,18,,open,false,,,Tala,Celtis tala,Tala,Plantae,279210,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,Celtis tala,
115943709,2022-05-07 15:07:29-03:00,2022-05-07,2022-05-07 18:07:29 UTC,Montevideo,5174201,solanauy,2022-05-07 18:10:06 UTC,2022-05-07 19:23:57 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/115943709,https://inaturalist-open-data.s3.amazonaws.com/photos/195683217/medium.jpg,,"","",3,0,false,3,"Treinta y Tres, San José, UY",-34.3300118158,-56.7171053589,5,,,,5,,,false,,,Trueno chino,Ligustrum sinense,Ligustrina,Plantae,128769,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum sinense,
115943863,2022-05-07 15:09:40,2022-05-07,2022-05-07 18:09:40 UTC,Montevideo,5641999,emilihano,2022-05-07 18:11:13 UTC,2022-05-07 22:09:35 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/115943863,https://inaturalist-open-data.s3.amazonaws.com/photos/195681245/medium.jpeg,,"",,2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.33028057,-56.71728862,6,,,,6,,,false,,,Fresnos,Fraxinus,Fresnos,Plantae,54806,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,,
115943964,2022-05-07 15:06:14,2022-05-07,2022-05-07 18:06:14 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:11:52 UTC,2022-05-07 19:23:24 UTC,research,CC-BY,https://www.inaturalist.org/observations/115943964,https://inaturalist-open-data.s3.amazonaws.com/photos/195681387/medium.jpeg,,"",,3,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3298283333,-56.71689,3,,,,3,,open,false,,,Coronillo,Scutia buxifolia,Coronilla,Plantae,371186,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Scutia,Scutia buxifolia,
115943995,Sat May 07 2022 15:11:30 GMT-0300 (GMT-3),2022-05-07,2022-05-07 18:11:30 UTC,Montevideo,2477449,aleduarte,2022-05-07 18:12:02 UTC,2022-05-07 19:23:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/115943995,https://inaturalist-open-data.s3.amazonaws.com/photos/195681472/medium.jpg,,"","",1,0,false,3,"Sección 01, San José, UY",-34.330121032,-56.7176550441,5,,,,5,,,false,,,Maravilla,Mirabilis jalapa,Maravilla,Plantae,50616,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis,Mirabilis jalapa,
115944018,2022-05-07 15:07:04,2022-05-07,2022-05-07 18:07:04 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:12:13 UTC,2022-05-07 19:23:00 UTC,research,CC-BY,https://www.inaturalist.org/observations/115944018,https://inaturalist-open-data.s3.amazonaws.com/photos/195681482/medium.jpeg,,"",,3,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.330055,-56.71696,2,,,,2,,,false,,,Hiedra euroasiática,Hedera helix,Hiedra euroasiática,Plantae,55882,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,Hedera helix,
115944049,2022-05-07 15:08:07,2022-05-07,2022-05-07 18:08:07 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:12:25 UTC,2022-05-07 19:22:14 UTC,research,CC-BY,https://www.inaturalist.org/observations/115944049,https://inaturalist-open-data.s3.amazonaws.com/photos/195681557/medium.jpeg,,"",,3,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3300333333,-56.71702,4,,,,4,,,false,,,ombú,Phytolacca dioica,ombú,Plantae,129582,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca,Phytolacca dioica,
115944116,2022-05-07 15:09:37,2022-05-07,2022-05-07 18:09:37 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:12:49 UTC,2022-05-08 20:08:00 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/115944116,https://inaturalist-open-data.s3.amazonaws.com/photos/195681681/medium.jpeg,,"","",0,0,false,2,"n.a154, UY-SJ, UY",-34.330026,-56.717067,,,,,,,,false,,,Butia,Butia,,Plantae,180225,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Butia,,
115944149,2022-05-07 15:10:21,2022-05-07,2022-05-07 18:10:21 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:13:01 UTC,2022-05-08 22:31:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/115944149,https://inaturalist-open-data.s3.amazonaws.com/photos/195685182/medium.jpeg,,"","",2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.329972,-56.71713,,,,,,,,false,,,Morus indica,Morus indica,,Plantae,773801,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus,Morus indica,
115944175,2022-05-07 15:12:35,2022-05-07,2022-05-07 18:12:35 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:13:08 UTC,2022-05-13 02:16:46 UTC,research,CC-BY,https://www.inaturalist.org/observations/115944175,https://inaturalist-open-data.s3.amazonaws.com/photos/195681782/medium.jpeg,,"",,4,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.330115,-56.717325,7,,,,7,,open,false,,,Alcatraz sudafricano,Zantedeschia aethiopica,Alcatraz sudafricano,Plantae,56006,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Zantedeschia,Zantedeschia aethiopica,
115944308,2022-05-07 15:13:32,2022-05-07,2022-05-07 18:13:32 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:13:53 UTC,2022-05-07 19:32:17 UTC,research,CC-BY,https://www.inaturalist.org/observations/115944308,https://inaturalist-open-data.s3.amazonaws.com/photos/195681991/medium.jpeg,,"",,2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3299816667,-56.7164516667,7,,,,7,,,false,,,Marvel of Peru,Mirabilis jalapa,Maravilla,Plantae,50616,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis,Mirabilis jalapa,
115944406,2022-05-07 15:14:05,2022-05-07,2022-05-07 18:14:05 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:14:34 UTC,2022-05-07 21:59:06 UTC,research,CC-BY,https://www.inaturalist.org/observations/115944406,https://inaturalist-open-data.s3.amazonaws.com/photos/195682151/medium.jpeg,,"",,3,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3300516667,-56.71637,7,,,,7,,,false,,,tulipán chino,Hibiscus syriacus,tulipán chino,Plantae,126585,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Hibiscus syriacus,
115944450,2022-05-07 15:13:09,2022-05-07,2022-05-07 18:13:09 UTC,Montevideo,5641999,emilihano,2022-05-07 18:14:52 UTC,2022-05-07 19:20:45 UTC,research,CC-BY,https://www.inaturalist.org/observations/115944450,https://inaturalist-open-data.s3.amazonaws.com/photos/195682265/medium.jpeg,,"",,2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.33019963,-56.71775737,9,,,,9,,,false,,,Morus indica,Morus indica,,Plantae,773801,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus,Morus indica,
115944533,2022-05-07 15:14:55,2022-05-07,2022-05-07 18:14:55 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:15:34 UTC,2022-05-08 14:01:32 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/115944533,https://inaturalist-open-data.s3.amazonaws.com/photos/195682416/medium.jpeg,,"",,3,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3299435073,-56.7171821371,13,,,,13,,,false,gps,gps,Palmas o palmeras,Arecaceae,Palmas o palmeras,Plantae,48867,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,,,
115944537,2022-05-07 15:14:30-03:00,2022-05-07,2022-05-07 18:14:30 UTC,Montevideo,2455054,gabrielperazza,2022-05-07 18:15:36 UTC,2022-05-10 17:06:46 UTC,research,CC-BY,https://www.inaturalist.org/observations/115944537,https://inaturalist-open-data.s3.amazonaws.com/photos/195682423/medium.jpg,,"","",3,0,false,3,"Sección 01, San José, UY",-34.3302063598,-56.7177593988,10,,,,10,,,false,,,Aro,Arum italicum,Aro,Plantae,61168,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Arum,Arum italicum,
115944563,Sat May 07 2022 15:14:32 GMT-0300 (GMT-3),2022-05-07,2022-05-07 18:14:32 UTC,Montevideo,2477449,aleduarte,2022-05-07 18:15:46 UTC,2022-05-07 19:16:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/115944563,https://inaturalist-open-data.s3.amazonaws.com/photos/195682504/medium.jpg,,"","",1,0,false,3,"Sección 01, San José, UY",-34.3298264919,-56.718039522,10,,,,10,,,false,,,Sombrillitas,Coprinellus disseminatus,Sombrillitas,Fungi,56314,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus disseminatus,
115944719,2022-05-07 15:16:12,2022-05-07,2022-05-07 18:16:12 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:16:57 UTC,2022-05-08 22:28:43 UTC,research,CC-BY,https://www.inaturalist.org/observations/115944719,https://inaturalist-open-data.s3.amazonaws.com/photos/195682789/medium.jpeg,,"","",2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.330075,-56.717195,,,,,,,open,false,,,Laurel de Castilla,Laurus nobilis,Laurel de Castilla,Plantae,54759,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Laurus,Laurus nobilis,
115945119,2022-05-07 15:15:17,2022-05-07,2022-05-07 18:15:17 UTC,Montevideo,5641999,emilihano,2022-05-07 18:19:13 UTC,2022-05-07 19:20:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/115945119,https://inaturalist-open-data.s3.amazonaws.com/photos/195683394/medium.jpeg,,"",,2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.33012326,-56.71786966,9,,,,9,,,false,,,Trueno chino,Ligustrum sinense,Ligustrina,Plantae,128769,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum sinense,
115945247,2022-05-07 15:17:56,2022-05-07,2022-05-07 18:17:56 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:20:13 UTC,2022-05-08 14:01:34 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/115945247,https://inaturalist-open-data.s3.amazonaws.com/photos/195683678/medium.jpeg,,"",,2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3301384251,-56.7172401398,14,,,,14,,,false,gps,gps,Hierbas del pollo,Tradescantia,Hierbas del pollo,Plantae,49145,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,,
115945362,2022-05-07 15:19:24-03:00,2022-05-07,2022-05-07 18:19:24 UTC,Montevideo,5174201,solanauy,2022-05-07 18:20:37 UTC,2022-05-08 22:51:46 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/115945362,https://inaturalist-open-data.s3.amazonaws.com/photos/195683816/medium.jpg,,"","",2,0,false,3,"General José Artigas, San José, UY",-34.330044128,-56.7181303818,5,,,,5,,open,false,,,Bay laurel,Laurus nobilis,Laurel de Castilla,Plantae,54759,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Laurus,Laurus nobilis,
115945628,2022-05-07 15:21:24-03:00,2022-05-07,2022-05-07 18:21:24 UTC,Montevideo,5174201,solanauy,2022-05-07 18:21:51 UTC,2022-05-07 19:14:13 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/115945628,https://inaturalist-open-data.s3.amazonaws.com/photos/195684219/medium.jpg,,"","",2,0,false,3,"General José Artigas, San José, UY",-34.3300125283,-56.718231719,5,,,,5,,,false,,,Hiedra euroasiática,Hedera helix,Hiedra euroasiática,Plantae,55882,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,Hedera helix,
115945665,Sat May 07 2022 15:21:45 GMT-0300 (GMT-3),2022-05-07,2022-05-07 18:21:45 UTC,Montevideo,2477449,aleduarte,2022-05-07 18:22:09 UTC,2022-05-07 18:48:44 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/115945665,https://inaturalist-open-data.s3.amazonaws.com/photos/195684301/medium.jpg,,"","",1,0,false,3,"General José Artigas, San José, UY",-34.3301134045,-56.718387371,10,,,,10,,,false,,,Swamp plantain,Plantago australis,Llantén,Plantae,166997,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago australis,
115945839,2022-05-07 15:21:36-03:00,2022-05-07,2022-05-07 18:21:36 UTC,Montevideo,2455054,gabrielperazza,2022-05-07 18:23:11 UTC,2022-05-10 17:06:46 UTC,research,CC-BY,https://www.inaturalist.org/observations/115945839,https://inaturalist-open-data.s3.amazonaws.com/photos/195684616/medium.jpg,,"","",1,0,false,3,"General José Artigas, San José, UY",-34.3300574133,-56.7182691861,5,,,,5,,open,false,,,Pomacea canaliculata,Pomacea canaliculata,,Mollusca,122278,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pomacea,Pomacea canaliculata,
115945885,Sat May 07 2022 15:22:57 GMT-0300 (GMT-3),2022-05-07,2022-05-07 18:22:57 UTC,Montevideo,2477449,aleduarte,2022-05-07 18:23:25 UTC,2022-05-08 01:11:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/115945885,https://inaturalist-open-data.s3.amazonaws.com/photos/195684697/medium.jpg,,"","",2,0,false,3,"General José Artigas, San José, UY",-34.3300579582,-56.7181815114,5,,,,5,,,false,,,Eryngium elegans,Eryngium elegans,,Plantae,544212,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,Eryngium elegans,
115946284,2022-05-07 15:24:42,2022-05-07,2022-05-07 18:24:42 UTC,Montevideo,5641999,emilihano,2022-05-07 18:26:17 UTC,2022-05-07 19:12:09 UTC,research,CC-BY,https://www.inaturalist.org/observations/115946284,https://inaturalist-open-data.s3.amazonaws.com/photos/195685530/medium.jpeg,,"",,2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.32963568,-56.71803922,9,,,,9,,,false,,,Hiedra euroasiática,Hedera helix,Hiedra euroasiática,Plantae,55882,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,Hedera helix,
115946575,2022-05-07 15:25:45,2022-05-07,2022-05-07 18:25:45 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:27:31 UTC,2022-05-08 11:06:37 UTC,research,CC-BY,https://www.inaturalist.org/observations/115946575,https://inaturalist-open-data.s3.amazonaws.com/photos/195686202/medium.jpeg,,"",,2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3297133333,-56.7182866667,9,,,,9,,open,false,,,Acacia de tres espinas,Gleditsia triacanthos,Acacia de tres espinas,Plantae,54797,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia,Gleditsia triacanthos,
115947289,2022-05-07 15:20:31,2022-05-07,2022-05-07 18:20:31 UTC,Montevideo,5642090,diegobarboza,2022-05-07 18:31:58 UTC,2022-05-07 21:36:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/115947289,https://inaturalist-open-data.s3.amazonaws.com/photos/195687092/medium.jpeg,,"",,2,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3296415871,-56.7180081736,10,,,,10,,open,false,,,Pitanga,Eugenia uniflora,Pitanga,Plantae,83642,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia uniflora,
115947399,Sat May 07 2022 15:27:35 GMT-0300 (GMT-3),2022-05-07,2022-05-07 18:27:35 UTC,Montevideo,2477449,aleduarte,2022-05-07 18:32:46 UTC,2022-05-07 21:57:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/115947399,https://inaturalist-open-data.s3.amazonaws.com/photos/195687292/medium.jpg,,"","",1,0,false,3,"General José Artigas, San José, UY",-34.3302456709,-56.7183608003,5,,,,5,,,false,,,lesser burdock,Arctium minus,lampazo,Plantae,59570,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,Arctium minus,
115947476,2022-05-07 15:32:24-03:00,2022-05-07,2022-05-07 18:32:24 UTC,Montevideo,2455054,gabrielperazza,2022-05-07 18:33:16 UTC,2022-05-10 17:06:46 UTC,research,CC-BY,https://www.inaturalist.org/observations/115947476,https://inaturalist-open-data.s3.amazonaws.com/photos/195687428/medium.jpg,,"","",2,0,false,3,"Sección 01, San José, UY",-34.329932062,-56.7181350757,5,,,,5,,,false,,,Trueno chino,Ligustrum sinense,Ligustrina,Plantae,128769,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum sinense,
115947650,2022-05-07 15:33:27,2022-05-07,2022-05-07 18:33:27 UTC,Montevideo,5641999,emilihano,2022-05-07 18:34:20 UTC,2022-05-07 19:09:07 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/115947650,https://inaturalist-open-data.s3.amazonaws.com/photos/195687803/medium.jpeg,,"",,0,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3297946,-56.71794732,7,,,,7,,,false,,,arbol,Fraxinus,Fresnos,Plantae,54806,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,,
115947683,2022-05-07 15:32:29,2022-05-07,2022-05-07 18:32:29 UTC,Montevideo,5642090,diegobarboza,2022-05-07 18:34:32 UTC,2022-05-07 19:18:59 UTC,research,CC-BY,https://www.inaturalist.org/observations/115947683,https://inaturalist-open-data.s3.amazonaws.com/photos/195688017/medium.jpeg,,"",,2,0,false,2,"n.a154, UY-SJ, UY",-34.3299497897,-56.7180887237,20,,,,20,,,false,,,Red Buffalo-bur,Solanum sisymbriifolium,Revientacaballos,Plantae,79143,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum sisymbriifolium,
115947845,2022-05-07 15:34:58,2022-05-07,2022-05-07 18:34:58 UTC,Montevideo,5641999,emilihano,2022-05-07 18:35:51 UTC,2022-05-07 19:18:59 UTC,research,CC-BY,https://www.inaturalist.org/observations/115947845,https://inaturalist-open-data.s3.amazonaws.com/photos/195688292/medium.jpeg,,"",,3,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.32981863,-56.71794157,8,,,,8,,,false,,,Aro,Arum italicum,Aro,Plantae,61168,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Arum,Arum italicum,
115947985,2022-05-07 15:30:41,2022-05-07,2022-05-07 18:30:41 UTC,Montevideo,5302958,claudiagilgimenez02,2022-05-07 18:36:39 UTC,2022-05-07 19:18:52 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/115947985,https://inaturalist-open-data.s3.amazonaws.com/photos/195688447/medium.jpeg,,"",,1,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3297133333,-56.7182083333,8,,,,8,,,false,,,lampazo,Arctium minus,lampazo,Plantae,59570,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,Arctium minus,
115948182,2022-05-07 15:35:58-03:00,2022-05-07,2022-05-07 18:35:58 UTC,Montevideo,5174201,solanauy,2022-05-07 18:37:57 UTC,2022-05-07 20:29:15 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/115948182,https://inaturalist-open-data.s3.amazonaws.com/photos/195693072/medium.jpg,,"","",3,0,false,3,"Sección 01, San José, UY",-34.3297794694,-56.7180073355,5,,,,5,,,false,,,Armadillidium,Armadillidium,,Animalia,48295,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,,
115948199,2022-05-07 15:37:09,2022-05-07,2022-05-07 18:37:09 UTC,Montevideo,5641999,emilihano,2022-05-07 18:38:04 UTC,2022-05-07 19:11:33 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/115948199,https://inaturalist-open-data.s3.amazonaws.com/photos/195688837/medium.jpeg,,"",,0,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.33005707,-56.71811033,9,,,,9,,open,false,,,arbol,Ligustrum lucidum,Ligustro,Plantae,77740,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum lucidum,
115948545,2022-05-07 15:36:24,2022-05-07,2022-05-07 18:36:24 UTC,Montevideo,5642090,diegobarboza,2022-05-07 18:40:29 UTC,2022-05-08 01:14:06 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/115948545,https://inaturalist-open-data.s3.amazonaws.com/photos/195689589/medium.jpeg,,"",,0,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.3299970636,-56.7180656735,20,,,,20,,,false,,,,Apiaceae,"apio, zanahoria y parientes",Plantae,48699,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,,,
115948672,Sat May 07 2022 15:40:29 GMT-0300 (GMT-3),2022-05-07,2022-05-07 18:40:29 UTC,Montevideo,2477449,aleduarte,2022-05-07 18:41:19 UTC,2022-05-07 19:17:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/115948672,https://inaturalist-open-data.s3.amazonaws.com/photos/195689807/medium.jpg,,"","",2,0,false,3,"Sección 01, San José, UY",-34.3295865599,-56.7181345728,5,,,,5,,,false,,,common ivy,Hedera helix,Hiedra euroasiática,Plantae,55882,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,Hedera helix,
115948817,2022-05-07 15:38:46,2022-05-07,2022-05-07 18:38:46 UTC,Montevideo,5641999,emilihano,2022-05-07 18:42:07 UTC,2022-05-07 19:03:25 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/115948817,https://inaturalist-open-data.s3.amazonaws.com/photos/195690020/medium.jpeg,,"",,1,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.33011437,-56.71810349,8,,,,8,,,false,,,Loxa deducta,Loxa deducta,,Insecta,535208,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Loxa,Loxa deducta,
115948953,2022-05-07 15:37:34,2022-05-07,2022-05-07 18:37:34 UTC,Montevideo,5642090,diegobarboza,2022-05-07 18:43:03 UTC,2022-05-07 19:17:48 UTC,research,CC-BY,https://www.inaturalist.org/observations/115948953,https://inaturalist-open-data.s3.amazonaws.com/photos/195690623/medium.jpeg,,"",,3,0,false,2,"n.a154, UY-SJ, UY",-34.3300720397,-56.718123341,23,,,,23,,,false,,,amor del hortelano,Galium aparine,amor del hortelano,Plantae,53059,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium aparine,
115949180,2022-05-07 15:42:42,2022-05-07,2022-05-07 18:42:42 UTC,Montevideo,5641999,emilihano,2022-05-07 18:44:16 UTC,2022-05-07 19:17:46 UTC,research,CC-BY,https://www.inaturalist.org/observations/115949180,https://inaturalist-open-data.s3.amazonaws.com/photos/195690875/medium.jpeg,,"",,3,0,false,2,"80000 San José, Departamento de San José, Uruguay",-34.33003907,-56.71815809,5,,,,5,,,false,,,Achicoria europea,Sonchus oleraceus,Achicoria europea,Plantae,53294,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,Sonchus oleraceus,
